r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
18,7,36.0,185.42,1.87,1.7,0.4,0.5,0.54,0.6,14,7,36.0,177.8,4.06,4.53,0.4,0.18,0.61,0.74,1,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
15,6,29.0,177.8,4.46,2.51,0.52,0.36,0.44,0.85,15,4,27.0,185.42,2.7,1.72,0.48,0.23,0.65,0.67,1,0,Height,A higher Height gives Blue Fighter a competitive advantage in the fight.
22,3,36.0,165.1,3.08,3.46,0.55,0.44,0.51,0.58,28,8,39.0,162.56,3.52,2.67,0.34,0.3,0.61,0.62,1,0,Takedown Defense,Blue Fighter is more likely to win thanks to its higher Takedown Defense compared to its opponent.
17,11,46.0,177.8,1.79,2.27,0.36,0.48,0.63,0.64,17,7,43.0,172.72,2.62,2.36,0.42,0.42,0.62,0.71,1,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
27,6,35.0,175.26,2.98,3.03,0.39,0.63,0.64,0.88,18,5,39.0,175.26,4.66,3.42,0.37,0.22,0.56,0.63,0,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
22,11,40.0,187.96,3.72,2.57,0.48,0.33,0.53,0.65,33,9,44.0,187.96,3.73,4.43,0.49,0.33,0.51,0.6,0,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
25,11,31.0,190.5,4.24,3.19,0.49,0.38,0.5,0.54,13,7,34.0,182.88,3.32,3.44,0.39,0.39,0.61,0.83,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
16,10,40.0,177.8,3.17,3.57,0.5,0.37,0.51,0.56,21,12,44.0,172.72,3.39,3.44,0.48,0.37,0.57,0.46,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
24,4,37.0,172.72,1.98,2.16,0.34,0.41,0.65,0.61,28,6,31.0,185.42,3.41,2.37,0.41,0.28,0.6,0.61,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
12,2,39.0,172.72,3.56,3.97,0.49,0.66,0.52,0.62,12,5,29.0,182.88,1.52,4.79,0.61,1.0,0.41,0.5,1,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
15,6,33.0,180.34,4.97,5.47,0.5,0.44,0.57,0.87,18,0,29.0,185.42,4.12,2.41,0.61,0.29,0.51,1.0,0,0,Height,Blue Fighter is more likely to win thanks to its higher Height compared to its opponent.
21,9,32.0,195.58,3.42,3.91,0.4,0.35,0.45,0.47,14,9,33.0,182.88,3.03,3.24,0.54,0.32,0.44,0.58,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
16,6,28.0,175.26,3.21,3.74,0.37,0.6,0.57,0.72,11,5,37.0,172.72,2.86,3.83,0.38,0.6,0.5,0.87,1,1,Age,"Red Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
17,6,34.0,182.88,2.68,2.59,0.37,0.27,0.58,0.68,20,2,39.0,175.26,4.4,3.05,0.49,0.57,0.54,0.89,0,0,Takedown Accuracy,Blue Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
19,4,34.0,182.88,3.75,2.8,0.42,0.47,0.62,0.88,30,16,42.0,180.34,3.85,4.67,0.47,0.64,0.59,0.65,0,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
