r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
14,7,28.0,190.5,6.02,4.63,0.48,0.55,0.41,0.75,23,12,34.0,182.88,5.08,4.76,0.48,0.34,0.51,0.8,0,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
23,9,40.0,185.42,3.51,3.05,0.47,0.33,0.51,0.85,14,5,35.0,180.34,3.25,2.98,0.5,0.17,0.59,0.59,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
12,2,30.0,182.88,4.3,3.46,0.59,0.49,0.45,0.63,12,3,32.0,182.88,4.66,4.1,0.54,0.5,0.6,0.87,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
17,3,34.0,177.8,6.23,6.7,0.63,0.3,0.53,0.92,9,4,36.0,170.18,2.35,3.7,0.38,0.14,0.35,0.55,0,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
14,8,45.0,185.42,3.02,4.06,0.39,0.66,0.56,0.57,16,6,43.0,182.88,0.84,2.04,0.34,0.36,0.54,0.36,1,0,Age,A lower Age gives Blue Fighter a competitive edge in the fight.
12,5,30.0,187.96,3.05,3.12,0.44,0.29,0.52,0.52,13,4,36.0,177.8,2.05,4.21,0.44,0.5,0.39,0.47,1,1,Age,Red Fighter is favored because it has a lower Age compared to its opponent.
29,7,49.0,185.42,4.1,2.07,0.44,0.66,0.62,0.63,34,12,42.0,187.96,2.06,2.25,0.38,0.39,0.6,0.84,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
24,2,33.0,177.8,3.09,3.07,0.51,0.35,0.59,0.9,32,16,39.0,172.72,3.48,3.21,0.47,0.35,0.6,0.55,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
26,14,46.0,182.88,1.59,2.83,0.46,0.6,0.5,0.53,16,6,39.0,190.5,4.1,2.68,0.49,0.29,0.53,0.65,1,0,Significant Strikes Accuracy,Blue Fighter is more likely to win thanks to its higher Significant Strikes Accuracy compared to its opponent.
16,12,34.0,193.04,6.04,6.65,0.45,0.5,0.52,0.74,20,8,42.0,190.5,2.41,3.02,0.44,0.23,0.55,0.45,0,1,Strikes Landed per Minute,"Red Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
