r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
42,21,44.0,177.8,2.33,2.29,0.41,0.35,0.57,0.3,36,16,41.0,180.34,3.29,3.63,0.46,0.34,0.58,0.46,1,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
17,4,33.0,175.26,2.69,2.76,0.42,0.66,0.57,0.52,9,5,39.0,170.18,2.57,3.06,0.39,1.0,0.51,0.37,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
19,7,43.0,175.26,1.19,1.78,0.34,0.48,0.52,0.52,31,15,37.0,177.8,6.14,3.74,0.52,0.37,0.62,0.74,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
10,8,34.0,165.1,2.88,3.65,0.39,0.22,0.58,0.72,3,2,44.0,160.02,1.58,1.89,0.26,0.25,0.61,0.84,1,1,Age,A lower Age gives Red Fighter a competitive edge in the fight.
28,8,39.0,162.56,3.52,2.67,0.34,0.3,0.61,0.62,23,8,38.0,165.1,1.42,2.34,0.39,0.35,0.64,0.87,1,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
22,4,42.0,187.96,2.12,1.89,0.49,0.43,0.58,0.71,9,5,34.0,185.42,0.48,2.53,0.23,0.52,0.39,0.28,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
22,13,38.0,182.88,4.57,3.77,0.45,0.3,0.52,0.41,16,6,42.0,175.26,3.31,2.06,0.62,0.24,0.44,0.66,1,0,Significant Strikes Accuracy,A higher Significant Strikes Accuracy gives Blue Fighter a competitive advantage in the fight.
27,14,48.0,182.88,2.74,2.84,0.45,0.35,0.6,0.7,14,4,42.0,175.26,2.69,3.2,0.32,0.66,0.64,0.63,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
24,9,46.0,193.04,3.59,2.64,0.52,0.31,0.55,0.31,15,7,46.0,190.5,3.03,2.81,0.56,0.53,0.52,0.59,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
14,5,39.0,167.64,2.65,3.61,0.35,0.33,0.59,0.83,27,13,35.0,172.72,4.34,4.23,0.4,0.18,0.51,0.56,1,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
11,3,34.0,182.88,3.3,3.93,0.52,0.4,0.51,0.38,7,3,36.0,187.96,2.92,5.65,0.48,1.0,0.56,0.8,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
34,9,34.0,177.8,3.54,3.19,0.53,0.4,0.51,0.55,9,6,35.0,172.72,2.24,2.23,0.44,0.26,0.5,0.58,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
