r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
23,11,33.0,180.34,3.85,4.11,0.37,0.47,0.51,0.69,15,7,28.0,175.26,5.56,4.31,0.48,0.1,0.57,0.48,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
47,19,43.0,193.04,3.67,2.44,0.64,0.55,0.57,0.73,16,5,32.0,190.5,4.6,3.83,0.49,0.4,0.48,0.56,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
8,4,40.0,182.88,2.03,2.57,0.32,0.83,0.6,0.63,11,5,36.0,177.8,2.25,2.82,0.32,0.23,0.65,0.16,0,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,15,7,42.0,177.8,1.25,1.88,0.39,0.27,0.58,0.5,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
18,5,39.0,175.26,4.66,3.42,0.37,0.22,0.56,0.63,14,1,37.0,170.18,3.74,2.3,0.52,0.48,0.57,1.0,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
16,5,31.0,180.34,4.65,3.99,0.46,0.27,0.52,0.58,23,11,33.0,180.34,3.85,4.11,0.37,0.47,0.51,0.69,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
11,9,36.0,165.1,3.73,3.51,0.51,0.42,0.58,0.62,7,2,33.0,170.18,2.05,1.4,0.5,0.4,0.54,0.7,0,0,Height,A higher Height gives Blue Fighter a competitive advantage in the fight.
18,8,39.0,187.96,2.7,3.1,0.41,0.26,0.59,0.55,25,12,43.0,185.42,1.69,2.62,0.35,0.3,0.56,0.52,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
17,11,48.0,187.96,3.25,2.98,0.36,0.45,0.59,0.62,14,8,45.0,185.42,3.02,4.06,0.39,0.66,0.56,0.57,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
14,7,28.0,190.5,6.02,4.63,0.48,0.55,0.41,0.75,23,12,34.0,182.88,5.08,4.76,0.48,0.34,0.51,0.8,0,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
23,8,38.0,165.1,1.42,2.34,0.39,0.35,0.64,0.87,13,5,30.0,162.56,1.52,1.93,0.52,0.5,0.48,0.46,0,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
31,13,42.0,177.8,2.69,3.02,0.37,0.24,0.56,0.46,18,9,43.0,180.34,1.71,1.99,0.39,0.31,0.63,0.63,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
24,9,43.0,182.88,4.24,3.71,0.43,0.43,0.64,0.7,20,10,36.0,185.42,3.38,3.15,0.43,0.26,0.55,0.81,0,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
19,7,30.0,182.88,4.56,4.24,0.45,0.45,0.56,0.69,25,11,31.0,190.5,4.24,3.19,0.49,0.38,0.5,0.54,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
