r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
12,7,37.0,185.42,2.24,3.51,0.4,0.5,0.46,0.25,23,12,44.0,182.88,1.61,2.01,0.41,0.7,0.46,0.45,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
5,4,42.0,162.56,2.66,1.91,0.41,0.5,0.61,0.62,8,6,37.0,172.72,2.07,1.93,0.37,0.5,0.63,0.46,0,0,Strike Defense,A higher Strike Defense gives Blue Fighter a competitive advantage in the fight.
15,0,24.0,170.18,3.51,1.15,0.71,0.41,0.47,0.71,10,2,28.0,162.56,1.49,1.11,0.5,0.33,0.59,0.4,1,1,Strikes Landed per Minute,Red Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
27,17,40.0,190.5,3.03,3.32,0.47,0.36,0.47,0.67,17,9,41.0,177.8,2.05,2.93,0.45,0.35,0.56,1.0,0,0,Strike Defense,"Blue Fighter is favored because it has a higher Strike Defense, indicating superior performance."
26,2,42.0,180.34,3.78,1.4,0.53,0.74,0.72,0.83,30,7,46.0,182.88,2.61,1.65,0.5,0.51,0.54,0.56,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
17,14,42.0,185.42,4.92,5.27,0.36,0.18,0.54,0.75,18,6,40.0,193.04,4.03,4.41,0.47,0.33,0.45,0.85,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
17,0,28.0,172.72,4.75,0.56,0.69,0.56,0.76,1.0,19,5,34.0,167.64,3.01,2.97,0.43,0.31,0.61,0.68,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
18,5,39.0,175.26,4.66,3.42,0.37,0.22,0.56,0.63,22,6,34.0,177.8,3.78,2.65,0.48,0.34,0.57,0.8,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
9,4,34.0,193.04,2.57,3.24,0.34,0.1,0.54,0.6,18,5,33.0,190.5,4.37,3.33,0.46,0.39,0.54,0.74,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
20,2,30.0,177.8,2.97,2.27,0.51,0.36,0.45,0.4,29,12,34.0,185.42,6.14,6.29,0.48,0.46,0.47,0.58,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
10,4,39.0,172.72,3.86,2.93,0.55,0.42,0.52,0.53,9,2,26.0,167.64,8.41,6.3,0.54,0.38,0.56,0.66,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
25,8,38.0,190.5,3.6,3.35,0.48,0.33,0.55,0.79,16,4,29.0,190.5,3.54,3.79,0.49,0.64,0.49,0.7,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
17,7,42.0,187.96,4.79,5.0,0.41,0.28,0.6,1.0,18,18,39.0,177.8,2.26,2.61,0.45,0.47,0.56,0.78,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,21,12,44.0,172.72,3.39,3.44,0.48,0.37,0.57,0.46,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
18,6,37.0,180.34,3.53,2.74,0.46,0.42,0.63,0.79,20,10,36.0,185.42,3.38,3.15,0.43,0.26,0.55,0.81,0,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
12,4,52.0,182.88,4.96,2.8,0.44,0.33,0.66,0.6,17,11,49.0,190.5,2.71,4.43,0.48,0.33,0.53,0.25,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
30,7,46.0,182.88,2.61,1.65,0.5,0.51,0.54,0.56,28,11,46.0,185.42,1.8,2.07,0.43,0.24,0.63,0.61,0,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
23,15,40.0,175.26,3.73,3.42,0.41,0.6,0.62,0.63,19,9,39.0,175.26,3.8,2.17,0.41,0.48,0.62,0.63,0,0,Age,A lower Age gives Blue Fighter a competitive edge in the fight.
8,4,39.0,160.02,2.34,6.42,0.37,0.4,0.48,0.31,21,13,41.0,177.8,4.53,1.75,0.5,0.62,0.63,0.62,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
45,23,47.0,175.26,1.43,2.29,0.37,0.42,0.6,0.25,32,18,40.0,175.26,2.96,1.85,0.4,0.63,0.66,0.61,1,0,Takedown Accuracy,Blue Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,34,9,34.0,177.8,3.54,3.19,0.53,0.4,0.51,0.55,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
42,10,46.0,180.34,1.39,1.5,0.46,0.34,0.55,0.43,27,14,48.0,182.88,2.74,2.84,0.45,0.35,0.6,0.7,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
22,13,38.0,182.88,4.57,3.77,0.45,0.3,0.52,0.41,26,10,40.0,180.34,4.94,4.41,0.45,0.35,0.55,0.67,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
21,6,36.0,182.88,2.97,2.84,0.34,0.45,0.55,0.65,14,6,41.0,182.88,2.42,3.73,0.42,0.38,0.59,0.75,0,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
24,6,34.0,185.42,1.97,1.99,0.5,0.5,0.54,0.35,16,8,36.0,185.42,3.41,4.17,0.47,0.26,0.5,0.79,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
21,13,37.0,170.18,3.39,2.66,0.44,0.47,0.56,0.59,16,8,35.0,165.1,3.51,3.01,0.4,0.33,0.59,0.63,0,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
13,8,35.0,175.26,2.77,4.31,0.44,0.53,0.49,0.58,19,4,29.0,172.72,4.64,3.76,0.5,0.41,0.58,0.69,1,0,Significant Strikes Accuracy,A higher Significant Strikes Accuracy gives Blue Fighter a competitive advantage in the fight.
13,4,27.0,177.8,1.56,2.78,0.49,0.36,0.46,0.6,11,3,28.0,175.26,2.55,1.84,0.61,0.25,0.57,0.3,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
20,9,37.0,167.64,5.32,6.23,0.43,0.18,0.56,0.82,10,6,34.0,165.1,1.86,3.1,0.36,0.35,0.52,0.43,1,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
22,3,32.0,187.96,2.75,2.34,0.53,0.34,0.54,0.7,18,4,32.0,180.34,3.76,3.34,0.42,0.2,0.58,0.75,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
45,9,50.0,175.26,2.14,1.36,0.53,0.5,0.53,0.35,36,4,50.0,167.64,2.17,2.71,0.35,0.46,0.55,0.56,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
17,6,34.0,182.88,2.68,2.59,0.37,0.27,0.58,0.68,14,6,41.0,182.88,2.42,3.73,0.42,0.38,0.59,0.75,1,1,Age,A lower Age gives Red Fighter a competitive edge in the fight.
26,10,40.0,180.34,4.94,4.41,0.45,0.35,0.55,0.67,22,6,34.0,177.8,3.78,2.65,0.48,0.34,0.57,0.8,0,0,Strike Defense,A higher Strike Defense gives Blue Fighter a competitive advantage in the fight.
23,12,35.0,172.72,4.92,4.26,0.41,0.5,0.62,0.55,18,6,35.0,177.8,7.36,5.57,0.56,0.23,0.43,0.61,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
17,12,39.0,177.8,3.66,4.86,0.38,0.27,0.5,0.53,10,5,39.0,180.34,3.0,3.74,0.4,0.33,0.6,0.5,1,0,Takedown Accuracy,A higher Takedown Accuracy gives Blue Fighter a competitive advantage in the fight.
26,19,43.0,182.88,3.76,2.92,0.55,0.46,0.55,0.63,10,7,41.0,180.34,2.6,3.65,0.42,0.21,0.51,0.47,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
9,2,36.0,193.04,5.0,3.65,0.62,1.0,0.5,0.7,23,10,34.0,182.88,4.43,5.33,0.51,0.27,0.43,0.73,1,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
24,4,37.0,172.72,1.98,2.16,0.34,0.41,0.65,0.61,20,6,38.0,175.26,2.39,2.08,0.48,0.37,0.63,0.65,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
27,14,48.0,182.88,2.74,2.84,0.45,0.35,0.6,0.7,36,16,41.0,180.34,3.29,3.63,0.46,0.34,0.58,0.46,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
27,12,39.0,190.5,2.43,2.48,0.5,0.26,0.4,0.53,17,11,44.0,187.96,2.12,2.94,0.45,0.39,0.57,0.66,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
24,2,33.0,177.8,3.09,3.07,0.51,0.35,0.59,0.9,32,16,39.0,172.72,3.48,3.21,0.47,0.35,0.6,0.55,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
22,13,40.0,187.96,3.23,3.58,0.5,0.4,0.51,0.66,53,20,48.0,175.26,1.12,1.96,0.44,0.3,0.43,0.25,0,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
19,8,36.0,182.88,4.46,3.84,0.42,0.41,0.57,0.6,19,5,39.0,180.34,3.36,2.94,0.51,0.4,0.62,0.73,1,0,Strike Defense,Blue Fighter is more likely to win thanks to its higher Strike Defense compared to its opponent.
14,8,45.0,185.42,3.02,4.06,0.39,0.66,0.56,0.57,16,6,43.0,182.88,0.84,2.04,0.34,0.36,0.54,0.36,1,0,Age,A lower Age gives Blue Fighter a competitive edge in the fight.
8,4,40.0,182.88,2.03,2.57,0.32,0.83,0.6,0.63,11,5,36.0,177.8,2.25,2.82,0.32,0.23,0.65,0.16,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
24,4,39.0,172.72,3.91,2.61,0.33,0.42,0.7,0.83,14,5,32.0,172.72,3.06,3.91,0.4,0.34,0.6,0.8,0,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
16,6,40.0,165.1,4.05,5.25,0.39,0.25,0.55,0.69,20,9,37.0,167.64,2.62,2.98,0.45,0.31,0.51,0.55,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
23,8,34.0,177.8,3.7,2.51,0.46,0.5,0.69,0.75,33,14,40.0,177.8,1.95,2.51,0.31,0.53,0.63,0.92,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
33,14,40.0,177.8,1.95,2.51,0.31,0.53,0.63,0.92,28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
22,4,42.0,187.96,2.12,1.89,0.49,0.43,0.58,0.71,17,2,36.0,185.42,3.4,1.8,0.4,0.43,0.62,0.6,1,0,Strike Defense,A higher Strike Defense gives Blue Fighter a competitive advantage in the fight.
