r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
22,6,40.0,187.96,3.25,1.83,0.47,0.57,0.6,0.77,23,5,40.0,187.96,2.82,1.39,0.43,0.44,0.71,0.8,1,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
8,9,36.0,170.18,3.42,4.13,0.39,0.27,0.47,0.66,13,5,31.0,162.56,3.31,4.09,0.4,0.15,0.51,0.28,0,0,Significant Strikes Accuracy,Blue Fighter is more likely to win thanks to its higher Significant Strikes Accuracy compared to its opponent.
3,5,37.0,180.34,4.83,4.43,0.53,0.36,0.57,0.5,6,6,37.0,167.64,2.6,3.07,0.33,0.25,0.58,0.53,0,1,Strikes Landed per Minute,Red Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
13,3,24.0,185.42,4.86,3.59,0.51,0.22,0.36,0.55,7,4,36.0,165.1,3.08,3.93,0.46,0.18,0.56,0.6,1,1,Age,"Red Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
7,4,36.0,182.88,1.64,2.3,0.41,0.36,0.51,0.25,11,5,38.0,182.88,1.8,1.64,0.32,1.0,0.65,0.54,1,0,Takedown Accuracy,A higher Takedown Accuracy gives Blue Fighter a competitive advantage in the fight.
14,6,45.0,180.34,2.51,3.31,0.46,0.33,0.66,0.89,13,5,35.0,172.72,3.61,4.51,0.41,0.6,0.54,0.64,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
35,10,43.0,175.26,2.72,2.79,0.45,0.62,0.49,0.6,23,10,39.0,162.56,1.83,3.04,0.29,0.42,0.55,0.47,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
8,5,37.0,170.18,2.63,5.11,0.31,0.15,0.58,0.62,11,1,31.0,187.96,5.4,4.0,0.46,0.62,0.58,0.84,0,0,Takedown Accuracy,A higher Takedown Accuracy gives Blue Fighter a competitive advantage in the fight.
28,16,39.0,177.8,2.84,5.39,0.39,0.45,0.54,0.54,23,7,32.0,175.26,1.41,2.02,0.34,0.46,0.47,0.37,1,0,Takedown Accuracy,Blue Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
35,8,46.0,190.5,3.2,2.11,0.5,0.55,0.57,0.55,22,14,47.0,182.88,2.18,4.79,0.36,0.27,0.46,0.65,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
31,12,34.0,182.88,3.35,2.55,0.44,0.58,0.69,0.66,23,15,40.0,175.26,3.73,3.42,0.41,0.6,0.62,0.63,0,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
22,9,32.0,180.34,5.17,5.15,0.52,0.6,0.52,0.62,32,16,39.0,172.72,3.48,3.21,0.47,0.35,0.6,0.55,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
22,3,45.0,180.34,4.25,2.92,0.52,0.44,0.54,0.8,32,15,53.0,180.34,2.44,2.7,0.47,0.52,0.51,0.57,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
42,6,38.0,187.96,3.75,1.21,0.5,0.6,0.68,0.59,13,5,44.0,180.34,2.19,2.73,0.35,0.42,0.54,0.65,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
25,11,31.0,190.5,4.24,3.19,0.49,0.38,0.5,0.54,13,7,34.0,182.88,3.32,3.44,0.39,0.39,0.61,0.83,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
23,12,34.0,182.88,5.08,4.76,0.48,0.34,0.51,0.8,17,7,31.0,177.8,2.54,2.64,0.4,0.43,0.52,0.66,1,1,Strikes Landed per Minute,"Red Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
17,10,44.0,175.26,2.57,1.96,0.42,0.38,0.62,0.63,16,11,41.0,175.26,1.56,3.91,0.2,0.33,0.69,0.37,1,1,Takedown Defense,Red Fighter is more likely to win thanks to its higher Takedown Defense compared to its opponent.
14,13,41.0,167.64,3.47,2.07,0.47,0.33,0.7,0.72,35,10,43.0,175.26,2.72,2.79,0.45,0.62,0.49,0.6,0,0,Takedown Accuracy,Blue Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
14,5,32.0,172.72,3.06,3.91,0.4,0.34,0.6,0.8,21,11,40.0,170.18,3.37,3.27,0.37,0.57,0.57,0.7,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
17,6,34.0,172.72,3.16,2.09,0.4,0.55,0.66,0.69,9,5,39.0,170.18,2.57,3.06,0.39,1.0,0.51,0.37,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
12,5,45.0,185.42,2.98,2.95,0.45,0.55,0.58,0.5,11,6,37.0,187.96,3.36,3.44,0.42,0.35,0.56,0.6,1,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
33,15,40.0,187.96,5.1,3.65,0.49,0.42,0.6,0.65,15,6,36.0,175.26,1.81,3.03,0.31,0.52,0.59,0.66,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
16,3,29.0,177.8,2.3,1.63,0.58,0.41,0.58,0.33,15,0,27.0,170.18,4.4,3.35,0.46,0.56,0.65,0.92,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
12,8,33.0,182.88,3.05,3.29,0.45,0.45,0.48,0.67,19,7,44.0,185.42,2.77,3.07,0.52,0.24,0.59,0.83,0,0,Height,Blue Fighter is more likely to win thanks to its higher Height compared to its opponent.
22,7,37.0,177.8,3.29,3.42,0.48,0.38,0.54,0.5,26,4,42.0,167.64,2.38,2.51,0.47,0.36,0.57,0.47,0,0,Strike Defense,A higher Strike Defense gives Blue Fighter a competitive advantage in the fight.
27,12,39.0,190.5,2.43,2.48,0.5,0.26,0.4,0.53,60,17,46.0,187.96,3.29,3.8,0.48,0.46,0.44,0.37,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
20,5,31.0,167.64,3.01,3.61,0.43,0.46,0.61,0.76,14,2,30.0,175.26,5.69,3.99,0.48,0.44,0.53,0.66,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
28,10,41.0,165.1,3.22,2.5,0.42,0.39,0.66,0.78,14,13,41.0,167.64,3.47,2.07,0.47,0.33,0.7,0.72,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
10,3,32.0,167.64,3.84,4.86,0.57,0.38,0.53,0.68,12,9,37.0,167.64,2.54,2.48,0.37,0.44,0.71,0.66,1,1,Losses,A lower Losses gives Red Fighter a competitive edge in the fight.
26,10,40.0,185.42,5.71,3.84,0.42,0.32,0.59,0.6,32,14,39.0,187.96,3.66,2.67,0.39,0.46,0.55,0.38,0,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
21,11,39.0,167.64,4.63,4.45,0.49,0.44,0.54,0.34,13,7,40.0,167.64,2.78,2.51,0.54,0.51,0.61,0.65,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
24,6,34.0,185.42,2.98,2.23,0.42,0.39,0.57,0.82,36,17,36.0,185.42,3.18,3.37,0.45,0.38,0.53,0.34,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
15,6,33.0,180.34,4.97,5.47,0.5,0.44,0.57,0.87,18,0,29.0,185.42,4.12,2.41,0.61,0.29,0.51,1.0,0,0,Height,Blue Fighter is more likely to win thanks to its higher Height compared to its opponent.
