r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
27,17,40.0,190.5,3.03,3.32,0.47,0.36,0.47,0.67,17,6,44.0,185.42,3.43,3.97,0.54,0.18,0.49,0.7,0,0,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Blue Fighter a competitive advantage in the fight.
15,7,28.0,175.26,5.56,4.31,0.48,0.1,0.57,0.48,17,9,36.0,172.72,4.28,4.87,0.4,0.75,0.51,0.72,1,1,Age,A lower Age gives Red Fighter a competitive edge in the fight.
16,3,33.0,172.72,4.07,6.54,0.38,0.27,0.49,0.57,38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
23,6,37.0,180.34,3.06,2.88,0.35,0.26,0.64,0.77,18,7,37.0,180.34,2.26,3.63,0.41,0.38,0.53,0.78,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
17,9,35.0,177.8,1.33,2.98,0.44,0.43,0.46,0.35,18,4,31.0,172.72,2.01,2.7,0.32,0.46,0.46,0.44,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
17,9,35.0,177.8,1.33,2.98,0.44,0.43,0.46,0.35,12,4,35.0,182.88,5.2,4.16,0.51,0.33,0.45,0.5,1,0,Strikes Avoided per Minute,"Blue Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
26,4,35.0,167.64,6.16,3.44,0.56,0.37,0.58,0.7,18,10,42.0,170.18,3.36,3.5,0.4,0.5,0.54,0.58,1,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
35,11,49.0,187.96,2.11,1.89,0.5,0.4,0.63,0.78,15,8,41.0,187.96,3.45,3.3,0.43,0.26,0.43,0.42,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
22,10,34.0,177.8,6.56,7.44,0.46,0.31,0.51,0.73,15,2,29.0,177.8,8.14,3.15,0.58,0.66,0.56,0.88,0,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
7,6,35.0,167.64,3.73,3.52,0.5,0.52,0.5,0.33,12,6,35.0,170.18,3.76,7.03,0.44,0.33,0.43,0.65,0,0,Strikes Avoided per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
18,6,37.0,180.34,3.53,2.74,0.46,0.42,0.63,0.79,20,10,36.0,185.42,3.38,3.15,0.43,0.26,0.55,0.81,0,1,Losses,"Red Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
19,4,29.0,172.72,4.64,3.76,0.5,0.41,0.58,0.69,11,7,33.0,175.26,4.17,4.24,0.37,0.25,0.53,0.64,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
18,7,41.0,198.12,2.93,4.31,0.41,0.68,0.42,0.75,19,12,44.0,193.04,2.89,3.09,0.45,0.29,0.5,0.66,0,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
17,7,36.0,190.5,2.42,2.86,0.46,0.22,0.45,0.37,24,6,34.0,185.42,1.97,1.99,0.5,0.5,0.54,0.35,1,0,Takedown Accuracy,A higher Takedown Accuracy gives Blue Fighter a competitive advantage in the fight.
11,2,31.0,182.88,5.35,5.76,0.52,0.53,0.55,0.64,14,9,31.0,185.42,3.97,6.45,0.37,0.33,0.37,0.33,1,1,Losses,Red Fighter is favored because it has a lower Losses compared to its opponent.
10,2,33.0,170.18,3.41,1.99,0.49,0.64,0.66,0.72,6,2,33.0,172.72,3.45,3.09,0.45,0.6,0.49,0.33,1,1,Takedown Defense,A higher Takedown Defense gives Red Fighter a competitive advantage in the fight.
