r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
23,11,44.0,180.34,2.81,3.21,0.48,0.2,0.48,0.43,22,13,40.0,187.96,3.23,3.58,0.5,0.4,0.51,0.66,1,0,Takedown Accuracy,Blue Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
20,9,35.0,175.26,1.61,3.02,0.42,0.42,0.56,0.77,9,7,33.0,172.72,3.04,4.47,0.37,0.2,0.52,0.68,0,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
20,14,42.0,190.5,3.08,3.14,0.31,0.16,0.51,0.48,17,6,40.0,185.42,3.85,3.85,0.43,0.4,0.64,0.5,1,0,Takedown Accuracy,A higher Takedown Accuracy gives Blue Fighter a competitive advantage in the fight.
26,19,43.0,182.88,3.76,2.92,0.55,0.46,0.55,0.63,31,12,34.0,182.88,3.35,2.55,0.44,0.58,0.69,0.66,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
17,12,39.0,177.8,3.66,4.86,0.38,0.27,0.5,0.53,10,5,39.0,180.34,3.0,3.74,0.4,0.33,0.6,0.5,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
39,11,29.0,172.72,2.28,2.94,0.45,0.33,0.5,0.4,14,8,34.0,175.26,3.18,2.14,0.61,0.55,0.56,0.52,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
10,4,32.0,170.18,4.71,3.53,0.53,0.36,0.53,0.63,21,4,28.0,172.72,2.14,2.52,0.46,0.43,0.56,0.76,1,0,Takedown Accuracy,"Blue Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
17,6,29.0,165.1,6.34,4.78,0.56,0.45,0.49,0.68,13,5,28.0,172.72,4.71,3.36,0.52,0.33,0.5,0.64,1,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
18,11,39.0,182.88,3.23,3.85,0.48,0.38,0.54,0.64,18,9,32.0,175.26,3.55,3.23,0.41,0.3,0.58,0.59,0,0,Strike Defense,Blue Fighter is more likely to win thanks to its higher Strike Defense compared to its opponent.
36,16,41.0,180.34,3.29,3.63,0.46,0.34,0.58,0.46,21,12,44.0,172.72,3.39,3.44,0.48,0.37,0.57,0.46,1,1,Wins,A higher Wins gives Red Fighter a competitive advantage in the fight.
