r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
9,2,36.0,193.04,5.0,3.65,0.62,1.0,0.5,0.7,13,6,35.0,182.88,2.9,3.57,0.51,0.27,0.44,0.5,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
8,2,31.0,172.72,2.78,1.75,0.56,0.77,0.52,0.45,10,3,28.0,172.72,2.05,0.88,0.51,0.48,0.58,0.83,0,0,Takedown Defense,Blue Fighter is more likely to win thanks to its higher Takedown Defense compared to its opponent.
18,9,43.0,180.34,1.71,1.99,0.39,0.31,0.63,0.63,12,6,36.0,177.8,4.24,4.02,0.32,0.33,0.6,0.68,0,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
19,4,39.0,167.64,4.04,4.61,0.36,0.37,0.61,0.46,28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
26,10,40.0,180.34,4.94,4.41,0.45,0.35,0.55,0.67,18,8,31.0,175.26,3.88,3.6,0.42,0.43,0.5,0.75,1,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
25,12,32.0,154.94,6.67,5.36,0.5,0.54,0.54,0.72,16,13,39.0,160.02,5.44,4.94,0.5,0.34,0.61,0.75,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
12,3,35.0,187.96,2.62,3.36,0.39,0.4,0.51,0.33,13,4,29.0,190.5,4.53,3.26,0.54,0.31,0.61,0.76,0,0,Strikes Landed per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
18,7,36.0,185.42,1.87,1.7,0.4,0.5,0.54,0.6,35,17,39.0,180.34,4.05,3.05,0.47,0.59,0.64,0.72,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
16,6,39.0,190.5,4.1,2.68,0.49,0.29,0.53,0.65,22,6,42.0,185.42,1.66,1.91,0.39,0.32,0.56,0.43,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
20,11,44.0,170.18,3.06,2.93,0.41,0.6,0.62,0.82,12,4,40.0,185.42,3.37,2.7,0.44,0.25,0.5,0.15,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
21,11,40.0,170.18,3.37,3.27,0.37,0.57,0.57,0.7,17,6,34.0,172.72,3.16,2.09,0.4,0.55,0.66,0.69,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
36,4,50.0,167.64,2.17,2.71,0.35,0.46,0.55,0.56,16,8,39.0,167.64,3.71,2.3,0.41,0.46,0.65,0.59,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
24,3,34.0,193.04,3.93,3.11,0.48,0.14,0.56,0.77,9,2,36.0,193.04,5.0,3.65,0.62,1.0,0.5,0.7,0,1,Strike Defense,A higher Strike Defense gives Red Fighter a competitive advantage in the fight.
37,12,45.0,185.42,3.25,2.51,0.54,0.56,0.55,0.73,24,8,45.0,185.42,2.59,1.57,0.53,0.65,0.61,0.75,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
19,7,44.0,185.42,2.77,3.07,0.52,0.24,0.59,0.83,19,5,42.0,185.42,3.12,2.77,0.66,0.28,0.46,0.87,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
18,7,32.0,170.18,3.76,3.52,0.45,0.26,0.57,0.58,17,5,35.0,175.26,6.14,5.58,0.46,0.41,0.55,0.86,1,0,Strikes Landed per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
17,11,49.0,190.5,2.71,4.43,0.48,0.33,0.53,0.25,22,11,43.0,180.34,2.87,2.87,0.42,0.41,0.52,0.53,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
22,13,38.0,182.88,4.57,3.77,0.45,0.3,0.52,0.41,22,9,45.0,177.8,2.59,2.12,0.47,0.39,0.64,0.54,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
19,4,29.0,172.72,4.64,3.76,0.5,0.41,0.58,0.69,11,7,33.0,175.26,4.17,4.24,0.37,0.25,0.53,0.64,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
20,16,39.0,172.72,3.68,4.09,0.4,0.35,0.62,0.75,24,11,38.0,180.34,4.18,4.34,0.45,0.5,0.57,0.75,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
3,5,37.0,180.34,4.83,4.43,0.53,0.36,0.57,0.5,6,6,37.0,167.64,2.6,3.07,0.33,0.25,0.58,0.53,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
14,7,28.0,190.5,6.02,4.63,0.48,0.55,0.41,0.75,31,15,37.0,177.8,6.14,3.74,0.52,0.37,0.62,0.74,1,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
23,11,44.0,180.34,2.81,3.21,0.48,0.2,0.48,0.43,44,17,41.0,182.88,2.41,1.69,0.51,0.55,0.57,0.62,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
31,8,37.0,170.18,3.57,3.74,0.46,0.54,0.6,0.91,20,8,41.0,172.72,3.13,2.87,0.47,0.33,0.57,0.46,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
36,16,41.0,180.34,3.29,3.63,0.46,0.34,0.58,0.46,32,18,40.0,175.26,2.96,1.85,0.4,0.63,0.66,0.61,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
24,9,46.0,193.04,3.59,2.64,0.52,0.31,0.55,0.31,17,11,44.0,187.96,2.12,2.94,0.45,0.39,0.57,0.66,1,1,Significant Strikes Accuracy,Red Fighter is more likely to win thanks to its higher Significant Strikes Accuracy compared to its opponent.
23,7,36.0,180.34,5.12,7.1,0.39,0.29,0.54,0.91,19,4,39.0,167.64,4.04,4.61,0.36,0.37,0.61,0.46,0,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
47,19,43.0,193.04,3.67,2.44,0.64,0.55,0.57,0.73,16,5,32.0,190.5,4.6,3.83,0.49,0.4,0.48,0.56,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
13,4,33.0,172.72,2.43,1.8,0.41,0.52,0.57,0.92,15,8,37.0,170.18,1.75,1.68,0.4,0.45,0.53,0.52,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,21,11,39.0,185.42,3.0,3.88,0.33,0.36,0.59,0.38,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
20,4,36.0,182.88,4.36,2.74,0.52,0.45,0.54,0.89,24,10,39.0,190.5,1.74,2.41,0.47,0.35,0.58,0.72,1,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
7,4,36.0,182.88,1.64,2.3,0.41,0.36,0.51,0.25,11,5,38.0,182.88,1.8,1.64,0.32,1.0,0.65,0.54,1,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
14,4,45.0,182.88,3.52,3.48,0.42,0.36,0.62,0.52,21,13,43.0,182.88,2.93,2.9,0.5,0.34,0.57,0.59,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
14,6,47.0,177.8,2.41,1.85,0.4,0.33,0.63,0.6,38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,1,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,21,12,44.0,172.72,3.39,3.44,0.48,0.37,0.57,0.46,1,1,Strike Defense,Red Fighter is more likely to win thanks to its higher Strike Defense compared to its opponent.
