r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
13,8,35.0,175.26,2.77,4.31,0.44,0.53,0.49,0.58,19,4,29.0,172.72,4.64,3.76,0.5,0.41,0.58,0.69,1,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
37,17,40.0,172.72,2.96,3.18,0.42,0.44,0.58,0.48,23,12,35.0,172.72,4.92,4.26,0.41,0.5,0.62,0.55,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
24,11,38.0,180.34,4.18,4.34,0.45,0.5,0.57,0.75,18,9,42.0,177.8,5.33,3.54,0.39,0.33,0.61,0.79,1,0,Strikes Landed per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
14,7,40.0,170.18,2.04,3.14,0.44,0.3,0.53,0.36,28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,0,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
19,7,40.0,167.64,2.57,2.55,0.43,0.23,0.56,0.44,22,3,36.0,165.1,3.08,3.46,0.55,0.44,0.51,0.58,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
24,9,46.0,193.04,3.59,2.64,0.52,0.31,0.55,0.31,47,19,43.0,193.04,3.67,2.44,0.64,0.55,0.57,0.73,0,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
17,7,43.0,182.88,3.53,2.42,0.39,0.2,0.57,0.38,24,10,39.0,190.5,1.74,2.41,0.47,0.35,0.58,0.72,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
14,8,45.0,185.42,3.02,4.06,0.39,0.66,0.56,0.57,14,8,44.0,182.88,2.17,2.08,0.41,0.5,0.55,0.47,1,0,Age,A lower Age gives Blue Fighter a competitive edge in the fight.
33,15,40.0,187.96,5.1,3.65,0.49,0.42,0.6,0.65,17,4,37.0,185.42,7.3,5.28,0.5,0.5,0.56,0.63,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
14,6,45.0,180.34,2.51,3.31,0.46,0.33,0.66,0.89,13,5,35.0,172.72,3.61,4.51,0.41,0.6,0.54,0.64,0,0,Age,Blue Fighter is favored because it has a lower Age compared to its opponent.
10,2,34.0,182.88,3.19,4.6,0.54,0.3,0.49,1.0,15,5,32.0,182.88,3.49,3.29,0.44,0.4,0.48,0.46,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
22,12,36.0,180.34,2.99,2.55,0.51,0.38,0.46,0.63,14,8,32.0,177.8,4.32,5.16,0.47,0.4,0.52,0.78,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
17,6,34.0,182.88,2.68,2.59,0.37,0.27,0.58,0.68,34,10,39.0,180.34,2.23,3.2,0.36,0.48,0.58,0.63,1,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
10,10,36.0,170.18,4.29,4.0,0.39,0.31,0.55,0.39,16,13,39.0,160.02,5.44,4.94,0.5,0.34,0.61,0.75,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
11,1,30.0,165.1,4.11,2.79,0.53,0.46,0.6,0.75,7,4,35.0,165.1,4.51,4.59,0.48,0.33,0.57,0.5,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
22,3,36.0,165.1,3.08,3.46,0.55,0.44,0.51,0.58,28,8,39.0,162.56,3.52,2.67,0.34,0.3,0.61,0.62,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
23,9,34.0,177.8,3.73,2.93,0.44,0.46,0.54,0.55,18,7,44.0,182.88,2.82,3.4,0.46,0.25,0.54,0.86,0,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
35,8,46.0,190.5,3.2,2.11,0.5,0.55,0.57,0.55,22,14,47.0,182.88,2.18,4.79,0.36,0.27,0.46,0.65,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
23,15,40.0,175.26,3.73,3.42,0.41,0.6,0.62,0.63,19,9,39.0,175.26,3.8,2.17,0.41,0.48,0.62,0.63,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
18,9,32.0,175.26,3.55,3.23,0.41,0.3,0.58,0.59,14,5,35.0,180.34,3.25,2.98,0.5,0.17,0.59,0.59,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
13,4,33.0,172.72,2.43,1.8,0.41,0.52,0.57,0.92,15,8,37.0,170.18,1.75,1.68,0.4,0.45,0.53,0.52,1,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
17,8,42.0,160.02,3.35,2.23,0.43,0.39,0.61,0.57,21,8,38.0,167.64,2.73,3.77,0.28,0.45,0.63,0.36,1,1,Significant Strikes Accuracy,"Red Fighter is favored because it has a higher Significant Strikes Accuracy, indicating superior performance."
28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,21,11,39.0,185.42,3.0,3.88,0.33,0.36,0.59,0.38,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
17,7,41.0,182.88,4.11,3.03,0.46,0.41,0.54,0.65,15,6,33.0,180.34,4.97,5.47,0.5,0.44,0.57,0.87,1,0,Age,"Blue Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
18,7,29.0,175.26,2.47,4.19,0.4,0.44,0.55,0.56,21,8,37.0,180.34,4.37,4.07,0.43,0.36,0.48,0.46,1,0,Strikes Landed per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
39,11,29.0,172.72,2.28,2.94,0.45,0.33,0.5,0.4,15,5,31.0,182.88,4.85,2.4,0.56,0.44,0.46,0.88,0,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
26,2,42.0,180.34,3.78,1.4,0.53,0.74,0.72,0.83,45,9,50.0,175.26,2.14,1.36,0.53,0.5,0.53,0.35,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
17,2,33.0,187.96,4.06,2.2,0.52,0.54,0.5,0.2,16,12,34.0,193.04,6.04,6.65,0.45,0.5,0.52,0.74,1,1,Wins,Red Fighter is more likely to win thanks to its higher Wins compared to its opponent.
19,7,30.0,182.88,4.56,4.24,0.45,0.45,0.56,0.69,12,3,35.0,187.96,2.62,3.36,0.39,0.4,0.51,0.33,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
12,2,49.0,187.96,4.38,3.53,0.47,0.33,0.53,0.42,8,5,48.0,187.96,3.12,3.04,0.27,0.42,0.56,0.45,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
23,19,37.0,177.8,4.27,3.83,0.39,0.41,0.57,0.81,25,4,35.0,180.34,7.35,7.5,0.6,0.25,0.53,0.75,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
31,13,42.0,177.8,2.69,3.02,0.37,0.24,0.56,0.46,26,10,40.0,185.42,5.71,3.84,0.42,0.32,0.59,0.6,1,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
19,4,39.0,167.64,4.04,4.61,0.36,0.37,0.61,0.46,14,6,40.0,175.26,4.32,3.66,0.47,0.56,0.55,0.67,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
16,9,42.0,187.96,4.04,2.99,0.51,0.37,0.62,0.58,17,14,42.0,185.42,4.92,5.27,0.36,0.18,0.54,0.75,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
23,19,37.0,177.8,4.27,3.83,0.39,0.41,0.57,0.81,17,10,44.0,175.26,2.57,1.96,0.42,0.38,0.62,0.63,1,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
23,3,35.0,180.34,4.55,3.64,0.43,0.35,0.57,0.93,16,7,33.0,177.8,2.21,3.73,0.41,0.37,0.44,0.6,1,1,Significant Strikes Accuracy,Red Fighter is more likely to win thanks to its higher Significant Strikes Accuracy compared to its opponent.
12,4,39.0,190.5,3.43,3.08,0.45,0.24,0.44,0.69,14,6,33.0,190.5,3.98,6.08,0.51,0.37,0.52,1.0,0,0,Takedown Defense,"Blue Fighter is favored because it has a higher Takedown Defense, indicating superior performance."
17,0,28.0,172.72,4.75,0.56,0.69,0.56,0.76,1.0,19,5,34.0,167.64,3.01,2.97,0.43,0.31,0.61,0.68,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
20,4,41.0,193.04,4.82,3.82,0.53,0.34,0.54,0.68,23,11,44.0,185.42,5.29,4.31,0.58,0.57,0.53,0.61,1,1,Strike Defense,"Red Fighter is favored because it has a higher Strike Defense, indicating superior performance."
14,9,36.0,177.8,2.32,2.42,0.49,0.42,0.5,0.76,16,11,35.0,180.34,2.84,4.1,0.41,0.53,0.54,0.33,1,1,Significant Strikes Accuracy,A higher Significant Strikes Accuracy gives Red Fighter a competitive advantage in the fight.
29,0,35.0,177.8,4.1,1.75,0.48,0.48,0.65,0.84,15,8,40.0,172.72,2.65,2.31,0.41,0.45,0.59,0.4,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
15,13,42.0,185.42,3.43,2.47,0.34,0.57,0.6,0.59,11,7,40.0,170.18,3.19,2.61,0.49,0.23,0.5,0.25,1,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
17,10,44.0,175.26,2.57,1.96,0.42,0.38,0.62,0.63,16,11,41.0,175.26,1.56,3.91,0.2,0.33,0.69,0.37,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
26,10,40.0,185.42,5.71,3.84,0.42,0.32,0.59,0.6,30,16,42.0,180.34,3.85,4.67,0.47,0.64,0.59,0.65,1,1,Height,A higher Height gives Red Fighter a competitive advantage in the fight.
13,3,37.0,180.34,3.67,2.97,0.49,0.38,0.51,0.85,10,2,40.0,172.72,2.79,3.89,0.4,0.33,0.59,0.5,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
23,11,42.0,167.64,3.77,2.82,0.4,0.31,0.65,0.65,28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,1,1,Strike Defense,"Red Fighter is favored because it has a higher Strike Defense, indicating superior performance."
16,12,44.0,185.42,3.94,2.41,0.46,0.45,0.65,0.53,14,3,41.0,177.8,3.56,2.5,0.47,0.54,0.58,0.23,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
13,6,36.0,170.18,2.32,3.23,0.38,0.07,0.47,0.35,11,2,39.0,175.26,2.79,1.47,0.46,0.26,0.63,0.16,1,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
8,5,48.0,187.96,3.12,3.04,0.27,0.42,0.56,0.45,15,10,51.0,190.5,2.27,3.77,0.43,0.22,0.53,0.33,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
18,5,36.0,170.18,5.22,4.79,0.51,0.32,0.61,0.85,13,10,33.0,170.18,2.13,4.29,0.37,0.15,0.39,0.6,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
