r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
26,2,42.0,180.34,3.78,1.4,0.53,0.74,0.72,0.83,23,7,47.0,182.88,1.66,1.89,0.32,0.6,0.61,0.66,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
20,16,39.0,172.72,3.68,4.09,0.4,0.35,0.62,0.75,23,8,34.0,177.8,3.7,2.51,0.46,0.5,0.69,0.75,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
12,9,29.0,170.18,2.7,3.21,0.36,0.31,0.44,0.64,4,6,33.0,160.02,2.54,3.97,0.43,0.83,0.57,0.66,1,1,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Red Fighter a competitive advantage in the fight.
23,7,36.0,180.34,5.12,7.1,0.39,0.29,0.54,0.91,19,3,30.0,172.72,3.39,2.91,0.4,0.5,0.61,0.75,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
13,6,31.0,165.1,3.69,3.51,0.41,0.47,0.63,0.59,13,6,34.0,154.94,4.74,3.59,0.48,0.14,0.61,0.61,1,0,Strikes Landed per Minute,"Blue Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
15,0,24.0,170.18,3.51,1.15,0.71,0.41,0.47,0.71,10,2,28.0,162.56,1.49,1.11,0.5,0.33,0.59,0.4,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
23,11,44.0,180.34,2.81,3.21,0.48,0.2,0.48,0.43,28,16,43.0,177.8,2.69,3.13,0.43,0.36,0.51,0.72,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
22,4,42.0,187.96,2.12,1.89,0.49,0.43,0.58,0.71,9,5,34.0,185.42,0.48,2.53,0.23,0.52,0.39,0.28,1,1,Height,"Red Fighter is favored because it has a higher Height, indicating superior performance."
18,6,37.0,180.34,3.53,2.74,0.46,0.42,0.63,0.79,23,9,40.0,185.42,3.51,3.05,0.47,0.33,0.51,0.85,0,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
16,12,34.0,193.04,6.04,6.65,0.45,0.5,0.52,0.74,20,8,42.0,190.5,2.41,3.02,0.44,0.23,0.55,0.45,0,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
