r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
27,14,48.0,182.88,2.74,2.84,0.45,0.35,0.6,0.7,14,4,42.0,175.26,2.69,3.2,0.32,0.66,0.64,0.63,1,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
19,7,29.0,180.34,3.3,2.56,0.45,0.4,0.6,0.62,14,4,41.0,177.8,2.64,4.5,0.42,0.33,0.48,0.5,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
29,7,49.0,185.42,4.1,2.07,0.44,0.66,0.62,0.63,34,12,42.0,187.96,2.06,2.25,0.38,0.39,0.6,0.84,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
17,4,37.0,185.42,7.3,5.28,0.5,0.5,0.56,0.63,14,0,26.0,190.5,6.27,3.49,0.55,0.75,0.53,0.69,0,0,Age,"Blue Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
34,23,45.0,190.5,3.78,3.2,0.45,0.36,0.57,0.76,16,5,32.0,190.5,4.6,3.83,0.49,0.4,0.48,0.56,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
17,12,39.0,177.8,3.66,4.86,0.38,0.27,0.5,0.53,10,5,39.0,180.34,3.0,3.74,0.4,0.33,0.6,0.5,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
8,5,48.0,187.96,3.12,3.04,0.27,0.42,0.56,0.45,15,10,51.0,190.5,2.27,3.77,0.43,0.22,0.53,0.33,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
31,13,42.0,177.8,2.69,3.02,0.37,0.24,0.56,0.46,17,2,36.0,185.42,3.4,1.8,0.4,0.43,0.62,0.6,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
24,3,34.0,162.56,5.94,3.44,0.51,0.42,0.53,0.66,16,5,36.0,167.64,6.28,3.25,0.48,0.62,0.62,0.8,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
10,1,28.0,187.96,5.96,3.82,0.62,0.14,0.5,0.5,11,5,31.0,185.42,3.59,4.9,0.51,0.5,0.3,0.66,1,1,Height,Red Fighter is more likely to win thanks to its higher Height compared to its opponent.
18,7,36.0,185.42,1.87,1.7,0.4,0.5,0.54,0.6,14,7,36.0,177.8,4.06,4.53,0.4,0.18,0.61,0.74,1,0,Strikes Landed per Minute,"Blue Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
23,12,34.0,182.88,5.08,4.76,0.48,0.34,0.51,0.8,20,16,39.0,172.72,3.68,4.09,0.4,0.35,0.62,0.75,1,1,Strikes Avoided per Minute,Red Fighter is more likely to win thanks to its higher Strikes Avoided per Minute compared to its opponent.
45,23,47.0,175.26,1.43,2.29,0.37,0.42,0.6,0.25,32,18,40.0,175.26,2.96,1.85,0.4,0.63,0.66,0.61,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
28,19,37.0,175.26,3.17,3.05,0.4,0.38,0.58,0.65,14,4,32.0,177.8,4.74,4.91,0.53,0.2,0.54,0.5,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
