r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
37,17,40.0,172.72,2.96,3.18,0.42,0.44,0.58,0.48,12,5,42.0,172.72,2.34,2.32,0.43,0.36,0.6,0.31,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
25,12,42.0,190.5,2.22,1.64,0.42,0.36,0.59,0.73,10,6,40.0,182.88,2.5,2.41,0.42,0.32,0.6,0.57,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
23,10,35.0,167.64,3.37,4.53,0.4,0.41,0.54,0.46,23,4,34.0,170.18,4.73,2.41,0.52,0.24,0.58,0.45,1,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
16,7,34.0,185.42,6.19,5.67,0.47,0.25,0.52,0.67,14,4,38.0,175.26,4.38,4.32,0.43,0.37,0.51,0.42,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
34,9,34.0,177.8,3.54,3.19,0.53,0.4,0.51,0.55,23,8,37.0,172.72,4.89,4.58,0.46,0.38,0.46,0.71,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
9,2,32.0,172.72,3.92,2.08,0.53,0.34,0.58,0.67,17,1,29.0,172.72,3.84,2.2,0.58,0.4,0.57,0.79,0,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
18,7,29.0,175.26,2.47,4.19,0.4,0.44,0.55,0.56,21,8,37.0,180.34,4.37,4.07,0.43,0.36,0.48,0.46,1,0,Strikes Landed per Minute,"Blue Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
20,16,39.0,172.72,3.68,4.09,0.4,0.35,0.62,0.75,23,8,34.0,177.8,3.7,2.51,0.46,0.5,0.69,0.75,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
23,15,40.0,175.26,3.73,3.42,0.41,0.6,0.62,0.63,17,5,36.0,187.96,3.86,2.95,0.46,1.0,0.61,0.57,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
25,10,41.0,182.88,2.46,3.44,0.35,0.35,0.51,0.35,35,21,49.0,170.18,2.18,2.67,0.48,0.84,0.63,0.46,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
15,6,42.0,172.72,3.21,2.79,0.4,0.3,0.56,0.78,14,3,32.0,172.72,3.04,3.92,0.41,0.44,0.51,0.92,0,0,Age,"Blue Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
21,13,37.0,170.18,3.39,2.66,0.44,0.47,0.56,0.59,16,8,35.0,165.1,3.51,3.01,0.4,0.33,0.59,0.63,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
26,15,42.0,175.26,1.13,3.44,0.46,0.54,0.45,0.28,17,4,39.0,187.96,2.85,1.33,0.34,0.38,0.72,0.72,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
17,9,36.0,172.72,4.28,4.87,0.4,0.75,0.51,0.72,20,6,32.0,175.26,4.8,2.79,0.58,0.3,0.63,0.69,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
47,19,43.0,193.04,3.67,2.44,0.64,0.55,0.57,0.73,16,5,32.0,190.5,4.6,3.83,0.49,0.4,0.48,0.56,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
24,4,37.0,172.72,1.98,2.16,0.34,0.41,0.65,0.61,20,6,38.0,175.26,2.39,2.08,0.48,0.37,0.63,0.65,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
11,5,30.0,177.8,6.28,6.95,0.45,0.5,0.47,0.53,9,3,31.0,185.42,2.22,3.38,0.41,0.28,0.58,0.72,1,0,Takedown Defense,Blue Fighter is more likely to win thanks to its higher Takedown Defense compared to its opponent.
17,5,35.0,185.42,2.17,2.43,0.53,0.4,0.45,1.0,13,5,46.0,182.88,3.44,3.05,0.49,0.3,0.6,0.78,0,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
