r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
23,9,40.0,175.26,3.64,2.33,0.36,0.46,0.56,0.52,18,13,44.0,177.8,2.77,4.79,0.24,0.26,0.52,0.42,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
18,5,38.0,167.64,2.78,2.35,0.49,0.55,0.67,1.0,16,10,36.0,182.88,1.74,2.5,0.34,0.25,0.67,0.14,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
24,9,46.0,193.04,3.59,2.64,0.52,0.31,0.55,0.31,47,19,43.0,193.04,3.67,2.44,0.64,0.55,0.57,0.73,0,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
17,11,44.0,187.96,2.12,2.94,0.45,0.39,0.57,0.66,35,11,49.0,187.96,2.11,1.89,0.5,0.4,0.63,0.78,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,21,12,44.0,172.72,3.39,3.44,0.48,0.37,0.57,0.46,1,1,Strike Defense,A higher Strike Defense gives Red Fighter a competitive advantage in the fight.
17,11,44.0,187.96,2.12,2.94,0.45,0.39,0.57,0.66,16,6,43.0,182.88,0.84,2.04,0.34,0.36,0.54,0.36,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
28,11,39.0,167.64,1.59,1.77,0.37,0.32,0.5,0.24,21,13,41.0,177.8,4.53,1.75,0.5,0.62,0.63,0.62,1,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
18,5,39.0,175.26,4.66,3.42,0.37,0.22,0.56,0.63,22,6,34.0,177.8,3.78,2.65,0.48,0.34,0.57,0.8,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
35,11,44.0,167.64,2.65,2.59,0.4,0.3,0.64,0.58,15,12,41.0,165.1,3.37,3.41,0.4,0.45,0.65,0.59,1,1,Height,Red Fighter is more likely to win thanks to its higher Height compared to its opponent.
20,12,41.0,172.72,4.08,4.18,0.42,0.66,0.69,0.71,14,10,47.0,170.18,3.37,3.62,0.32,0.23,0.62,0.6,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
