r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
15,6,42.0,172.72,3.21,2.79,0.4,0.3,0.56,0.78,14,3,32.0,172.72,3.04,3.92,0.41,0.44,0.51,0.92,0,0,Age,"Blue Fighter is more likely to win due to its lower Age, indicating superior defense or youth."
37,12,45.0,185.42,3.25,2.51,0.54,0.56,0.55,0.73,24,8,45.0,185.42,2.59,1.57,0.53,0.65,0.61,0.75,1,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
35,19,44.0,182.88,2.71,2.32,0.49,0.51,0.55,0.7,34,12,42.0,187.96,2.06,2.25,0.38,0.39,0.6,0.84,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
24,3,34.0,193.04,3.93,3.11,0.48,0.14,0.56,0.77,26,7,33.0,182.88,4.57,3.45,0.42,0.38,0.59,0.82,1,1,Significant Strikes Accuracy,Red Fighter is more likely to win thanks to its higher Significant Strikes Accuracy compared to its opponent.
35,11,44.0,167.64,2.65,2.59,0.4,0.3,0.64,0.58,25,12,41.0,167.64,2.78,2.76,0.37,0.28,0.65,0.38,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
6,3,33.0,172.72,1.5,4.15,0.41,1.0,0.44,0.44,9,3,33.0,182.88,2.08,0.74,0.52,0.25,0.67,0.8,0,0,Takedown Defense,"Blue Fighter is favored because it has a higher Takedown Defense, indicating superior performance."
37,17,40.0,172.72,2.96,3.18,0.42,0.44,0.58,0.48,23,12,35.0,172.72,4.92,4.26,0.41,0.5,0.62,0.55,1,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
18,9,43.0,180.34,1.71,1.99,0.39,0.31,0.63,0.63,26,4,42.0,167.64,2.38,2.51,0.47,0.36,0.57,0.47,1,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
35,10,43.0,175.26,2.72,2.79,0.45,0.62,0.49,0.6,18,7,37.0,167.64,3.36,5.37,0.41,0.21,0.67,0.7,1,1,Takedown Accuracy,A higher Takedown Accuracy gives Red Fighter a competitive advantage in the fight.
28,11,46.0,185.42,1.8,2.07,0.43,0.24,0.63,0.61,19,9,39.0,175.26,3.8,2.17,0.41,0.48,0.62,0.63,1,0,Strikes Landed per Minute,"Blue Fighter is favored because it has a higher Strikes Landed per Minute, indicating superior performance."
10,3,32.0,182.88,3.61,3.03,0.51,0.54,0.51,0.71,30,11,30.0,185.42,5.15,3.71,0.54,0.55,0.58,0.94,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
23,11,33.0,180.34,3.85,4.11,0.37,0.47,0.51,0.69,15,7,28.0,175.26,5.56,4.31,0.48,0.1,0.57,0.48,1,0,Strikes Landed per Minute,Blue Fighter is more likely to win thanks to its higher Strikes Landed per Minute compared to its opponent.
16,9,35.0,170.18,4.14,3.29,0.52,0.27,0.6,0.63,9,8,46.0,167.64,3.2,3.52,0.41,0.63,0.59,0.5,1,1,Strike Defense,A higher Strike Defense gives Red Fighter a competitive advantage in the fight.
9,6,35.0,180.34,3.05,1.62,0.44,0.62,0.62,0.55,13,5,37.0,190.5,4.13,3.31,0.39,0.33,0.6,0.57,0,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
22,10,44.0,185.42,3.23,2.09,0.5,0.54,0.64,0.66,25,9,43.0,177.8,1.86,4.79,0.48,0.46,0.38,0.25,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
17,6,34.0,182.88,2.68,2.59,0.37,0.27,0.58,0.68,20,2,39.0,175.26,4.4,3.05,0.49,0.57,0.54,0.89,0,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
35,10,43.0,175.26,2.72,2.79,0.45,0.62,0.49,0.6,23,5,34.0,162.56,4.03,3.9,0.4,0.27,0.6,0.92,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
20,16,39.0,172.72,3.68,4.09,0.4,0.35,0.62,0.75,35,17,39.0,180.34,4.05,3.05,0.47,0.59,0.64,0.72,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
39,14,42.0,193.04,3.71,4.63,0.42,0.34,0.47,0.7,22,10,38.0,185.42,3.7,2.9,0.57,0.45,0.51,0.59,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
10,4,43.0,187.96,1.93,2.39,0.27,0.33,0.67,0.79,14,9,39.0,190.5,2.14,3.97,0.24,0.44,0.68,0.66,1,1,Significant Strikes Accuracy,A higher Significant Strikes Accuracy gives Red Fighter a competitive advantage in the fight.
18,5,35.0,162.56,3.31,4.57,0.41,0.42,0.57,0.58,11,7,38.0,165.1,4.39,3.47,0.45,0.33,0.55,0.73,0,1,Strikes Avoided per Minute,"Red Fighter is favored because it has a higher Strikes Avoided per Minute, indicating superior performance."
8,9,36.0,170.18,3.42,4.13,0.39,0.27,0.47,0.66,13,5,31.0,162.56,3.31,4.09,0.4,0.15,0.51,0.28,0,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
18,7,44.0,182.88,2.82,3.4,0.46,0.25,0.54,0.86,20,6,35.0,175.26,5.39,3.4,0.57,0.4,0.57,0.62,0,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
21,11,40.0,170.18,3.37,3.27,0.37,0.57,0.57,0.7,17,8,42.0,160.02,3.35,2.23,0.43,0.39,0.61,0.57,0,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
26,15,42.0,175.26,1.13,3.44,0.46,0.54,0.45,0.28,17,4,39.0,187.96,2.85,1.33,0.34,0.38,0.72,0.72,0,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
19,8,44.0,182.88,2.14,2.42,0.37,0.44,0.63,0.73,23,10,47.0,187.96,2.43,2.34,0.35,0.44,0.59,0.62,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
11,9,36.0,165.1,3.73,3.51,0.51,0.42,0.58,0.62,8,5,35.0,167.64,2.2,2.48,0.46,0.42,0.52,0.5,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
23,9,30.0,182.88,5.08,6.68,0.49,1.0,0.48,0.65,17,4,34.0,180.34,2.78,2.61,0.53,0.22,0.65,0.88,0,0,Losses,"Blue Fighter is more likely to win due to its lower Losses, indicating superior defense or youth."
38,21,42.0,170.18,2.64,3.01,0.33,0.36,0.61,0.67,18,8,38.0,172.72,3.76,2.97,0.44,0.66,0.53,0.65,1,0,Losses,A lower Losses gives Blue Fighter a competitive edge in the fight.
22,6,40.0,187.96,3.25,1.83,0.47,0.57,0.6,0.77,33,9,44.0,187.96,3.73,4.43,0.49,0.33,0.51,0.6,1,1,Takedown Accuracy,"Red Fighter is favored because it has a higher Takedown Accuracy, indicating superior performance."
18,5,39.0,175.26,4.66,3.42,0.37,0.22,0.56,0.63,22,6,34.0,177.8,3.78,2.65,0.48,0.34,0.57,0.8,0,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
