r_wins_total,r_losses_total,r_age,r_height,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,b_wins_total,b_losses_total,b_age,b_height,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,winner,predicted_winner,rationale_feature,justification
18,9,43.0,180.34,1.71,1.99,0.39,0.31,0.63,0.63,17,11,46.0,177.8,1.79,2.27,0.36,0.48,0.63,0.64,1,1,Wins,"Red Fighter is favored because it has a higher Wins, indicating superior performance."
11,6,40.0,165.1,4.37,4.93,0.43,0.18,0.56,0.85,17,6,29.0,165.1,6.34,4.78,0.56,0.45,0.49,0.68,0,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
15,6,29.0,177.8,4.46,2.51,0.52,0.36,0.44,0.85,15,4,27.0,185.42,2.7,1.72,0.48,0.23,0.65,0.67,1,0,Losses,Blue Fighter is favored because it has a lower Losses compared to its opponent.
13,7,44.0,175.26,1.92,2.64,0.32,0.47,0.66,0.81,22,13,38.0,182.88,4.57,3.77,0.45,0.3,0.52,0.41,0,0,Wins,A higher Wins gives Blue Fighter a competitive advantage in the fight.
22,4,42.0,187.96,2.12,1.89,0.49,0.43,0.58,0.71,17,2,36.0,185.42,3.4,1.8,0.4,0.43,0.62,0.6,1,0,Strikes Landed per Minute,A higher Strikes Landed per Minute gives Blue Fighter a competitive advantage in the fight.
17,6,44.0,185.42,3.43,3.97,0.54,0.18,0.49,0.7,19,10,50.0,198.12,4.06,1.78,0.71,0.83,0.6,0.53,1,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
25,12,42.0,190.5,2.22,1.64,0.42,0.36,0.59,0.73,10,6,40.0,182.88,2.5,2.41,0.42,0.32,0.6,0.57,1,1,Takedown Accuracy,Red Fighter is more likely to win thanks to its higher Takedown Accuracy compared to its opponent.
23,9,34.0,180.34,1.28,1.88,0.48,0.3,0.53,0.69,23,13,39.0,180.34,2.47,1.59,0.42,0.37,0.64,0.62,0,1,Strikes Avoided per Minute,A higher Strikes Avoided per Minute gives Red Fighter a competitive advantage in the fight.
13,5,47.0,182.88,2.02,1.2,0.49,0.38,0.61,0.31,27,14,48.0,182.88,2.74,2.84,0.45,0.35,0.6,0.7,0,0,Wins,Blue Fighter is more likely to win thanks to its higher Wins compared to its opponent.
17,14,42.0,185.42,4.92,5.27,0.36,0.18,0.54,0.75,21,13,40.0,193.04,2.79,4.14,0.47,0.33,0.46,0.85,1,0,Wins,"Blue Fighter is favored because it has a higher Wins, indicating superior performance."
